Textbox3,Textbox15
"For 1970 and 1980, the share of adults who are college graduates includes those who completed at four or more years of college regardless of degree earned. In 1990, 2000, and 2015-2019 the share includes those who received a bachelor's or higher degree.

Urban and rural (metro and nonmetro) definitions are based on the Office of Management and Budget (OMB) February 2013. See the What is Rural?

The data for 2015-2019 is a 5-year average from the Census Bureau's American Community Survey. 

Sources: U.S. Census Bureau, 1970, 1980, 1990, 2000 Censuses of Population, and the 2015-2019 American Community Survey.

","See the Census Bureau web site for a description of FIPS codes.

*The 2013 Rural-urban continuum codes classify metropolitan counties (codes 1 through 3) by size of the Metropolitan Statistical Area (MSA), and nonmetropolitan counties (codes 4 through 9) by degree of urbanization and proximity to metro areas. See the Rural-urban continuum codes for precise definitions of each code.

For 1970 and 1980, the share of adults who are college graduates includes those who completed at four or more years of college regardless of degree earned. In 1990, 2000, and 2015-2019 the share includes those who received a bachelor's or higher degree.

The data for 2015-2019 is a 5-year average from the Census Bureau's American Community Survey.

Data is for adults 25 years of age and older.

Sources: U.S. Census Bureau, 1970, 1980, 1990, 2000 Censuses of Population, and the 2015-2019 American Community Survey.


"

PolygonLayer2_label,Value0
,0.321455419538342
,0.254683326121383
,0.295512145588927
,0.294668055070732
,0.230277897773905
,0.339259634393054
,0.409123429420749
,0.392842400310902
,0.319933664017212
,0.58540707040452
,0.298795749894175
,0.313230053544579
,0.329772760459414
,0.275680467856387
,0.346525603136618
,0.264565591233301
,0.285662884625033
,0.333846927816582
,0.242152858490944
,0.241135394011109
,0.318121950443325
,0.401720412234043
,0.436889061863783
,0.291359187962686
,0.360818444875096
,0.220255913183882
,0.292180164619743
,0.320296697751263
,0.319118067889876
,0.247318548732207
,0.370429338867502
,0.397136427805705
,0.273284113751816
,0.365744574670496
,0.312556854312208
,0.300477914145128
,0.282771948112391
,0.255203141251377
,0.336646027009779
,0.314296636495458
,0.341994031470429
,0.281197317877058
,0.288403247419168
,0.273389482871862
,0.29896367404581
,0.340179446638583
,0.380245652272624
,0.387814473056938
,0.36020137901186
,0.206146057213341
,0.301167301403922
,0.273625152362515
,0.258692926858483

Textbox12,fips,county,ruc_code,rate_1970,rate_1980,rate_1990,rate_2000,rate_2010
2015-2019,48000,Texas,,10.9%,16.9%,20.3%,23.2%,29.9%
2015-2019,48001,"Anderson, TX        ",7,6.4%,8.4%,9.5%,11.1%,10.6%
2015-2019,48003,"Andrews, TX        ",6,8.1%,11.0%,9.8%,12.4%,12.2%
2015-2019,48005,"Angelina, TX        ",5,7.3%,11.1%,13.2%,14.7%,16.9%
2015-2019,48007,"Aransas, TX        ",2,5.4%,12.0%,14.5%,16.7%,21.9%
2015-2019,48009,"Archer, TX        ",3,5.4%,8.2%,12.3%,15.9%,23.9%
2015-2019,48011,"Armstrong, TX        ",2,7.3%,14.3%,14.1%,20.5%,22.8%
2015-2019,48013,"Atascosa, TX        ",1,5.8%,8.7%,8.4%,10.5%,14.4%
2015-2019,48015,"Austin, TX        ",1,4.1%,7.6%,13.8%,17.3%,23.9%
2015-2019,48017,"Bailey, TX        ",7,8.2%,9.0%,7.4%,9.3%,17.2%
2015-2019,48019,"Bandera, TX        ",1,6.6%,13.9%,16.9%,19.4%,22.8%
2015-2019,48021,"Bastrop, TX        ",1,4.7%,10.2%,13.3%,17.0%,20.7%
2015-2019,48023,"Baylor, TX        ",8,6.1%,7.7%,10.3%,12.1%,22.8%
2015-2019,48025,"Bee, TX        ",6,7.6%,10.5%,12.7%,12.2%,8.9%
